account   age,merchant,amount
3,M1823072687,44.81
3,M1823072687,20.89
3,M1823072687,24.48
3,M85975013,71.97
1,M1823072687,40.15
2,M348934600,25.62
2,M1823072687,0.11
2,M1823072687,20.37
2,M1823072687,37.59
6,M348934600,20.6
4,M348934600,23.77
6,M1823072687,13.8
3,M1823072687,41.92
3,M1823072687,47.32
3,M1823072687,51.47
4,M1823072687,44.36
5,M1823072687,52.83
4,M1823072687,11.54
2,M348934600,64.49
1,M1823072687,11.11
5,M1823072687,28.31
3,M1823072687,17.22
4,M1823072687,33.83
2,M1823072687,10.45
3,M348934600,22.88
3,M1823072687,10.36
3,M348934600,51.76
4,M1823072687,1.93
2,M1823072687,5.8
1,M348934600,6.83
2,M1823072687,52.83
1,M1823072687,21.76
4,M1823072687,45
2,M348934600,57.96
2,M85975013,60.29
3,M1823072687,57.27
2,M1823072687,26.81
2,M1823072687,0.91
5,M151143676,85.74
5,M1823072687,41.45
4,M348934600,27.44
2,M348934600,9.99
5,M1823072687,57.6
3,M1823072687,32.65
1,M348934600,40.63
3,M1823072687,66.37
6,M348934600,4.8
3,M1823072687,7.65
4,M1823072687,29.1
4,M1823072687,48.77
2,M1823072687,38.97
4,M348934600,55.83
3,M348934600,10.53
5,M1823072687,22.54
3,M348934600,14.03
4,M1823072687,9.63
0,M348934600,45
3,M1823072687,48.91
3,M1823072687,4.79
3,M85975013,9.69
3,M348934600,21.04
3,M348934600,15.85
2,M1823072687,20.19
3,M1823072687,47.25
3,M85975013,19.52
5,M348934600,24.84
2,M1823072687,37.58
4,M1823072687,20.46
1,M85975013,26.57
5,M348934600,15.97
2,M1823072687,20.29
3,M1823072687,26.48
3,M348934600,22.07
2,M1053599405,22.34
4,M1823072687,13.54
3,M1823072687,4.46
6,M348934600,25.33
4,M1823072687,38.04
4,M348934600,68.3
3,M348934600,8.54
2,M348934600,10.53
1,M1823072687,32.84
2,M855959430,32.85
2,M855959430,34.8
5,M348934600,44.93
3,M348934600,3.5
3,M1823072687,3.8
3,M1823072687,40.41
2,M348934600,17.78
2,M1823072687,82.14
3,M348934600,1.66
4,M348934600,29.13
2,M151143676,85.74
2,M1823072687,16.44
2,M348934600,28.31
1,M1823072687,38.22
4,M348934600,21.53
2,M348934600,58.21
5,M1823072687,63.99
3,M85975013,37.03
2,M1823072687,6.96
2,M348934600,54.58
4,M85975013,40.08
4,M1823072687,53.4
3,M1823072687,43.59
5,M1823072687,12.15
4,M348934600,42.9
4,M151143676,40.6
4,M1823072687,0.47
3,M1823072687,32.28
1,M1823072687,10.76
3,M85975013,37
4,M348934600,85.74
2,M1823072687,30.83
0,M348934600,30.08
3,M1823072687,61.43
2,M348934600,29.2
1,M1823072687,6.43
1,M85975013,59.42
2,M348934600,20.24
6,M1823072687,30.92
3,M348934600,37.6
4,M855959430,46.07
2,M348934600,50.03
5,M1823072687,53.14
4,M1823072687,39.49
1,M1823072687,26.2
2,M1823072687,9.45
4,M1823072687,7.72
2,M1823072687,37.19
2,M1823072687,8.8
6,M348934600,24.88
3,M1823072687,51.39
2,M1823072687,26.37
3,M1823072687,29.16
5,M1823072687,16.33
3,M1053599405,85.74
3,M1823072687,56.97
5,M1823072687,12.57
3,M1823072687,18.16
4,M1823072687,17.89
2,M1823072687,6.43
2,M1823072687,29.96
3,M1823072687,17.78
2,M1823072687,37.99
2,M1823072687,9.71
2,M1823072687,41.33
2,M348934600,13.2
1,M348934600,19.08
5,M1823072687,53.32
2,M1823072687,10.6
3,M1823072687,32.17
1,M1823072687,16.87
1,M1823072687,4.41
2,M1823072687,2.9
2,M85975013,8.88
4,M209847108,23.59
3,M1823072687,49.76
4,M1823072687,12.19
2,M1823072687,31.29
2,M1823072687,34.45
3,M1823072687,33.81
2,M1823072687,24.91
1,M1823072687,27.47
2,M1823072687,29.41
4,M348934600,26.95
4,M1823072687,16.39
5,M1823072687,20.14
2,M1823072687,27.54
3,M348934600,43.38
4,M1053599405,27.09
4,M1913465890,69.86
3,M1823072687,34.54
1,M348934600,36.48
2,M1823072687,23.69
2,M348934600,18.84
5,M1823072687,53.17
3,M85975013,44.06
5,M348934600,17.88
5,M1823072687,33.78
1,M1823072687,33.15
2,M855959430,18.83
4,M1823072687,79.49
4,M1823072687,34.58
3,M348934600,4.03
2,M1823072687,40.28
5,M1823072687,20.81
4,M1823072687,20.41
2,M348934600,16.59
3,M1823072687,12.19
1,M348934600,1.08
5,M1823072687,37.02
3,M85975013,2.49
3,M1823072687,9.4
3,M1823072687,20.14
4,M348934600,29.25
5,M1823072687,41.42
4,M1823072687,16.13
5,M1823072687,19.95
4,M1823072687,18.06
6,M1823072687,22.53
2,M85975013,39.61
3,M1823072687,36.91
2,M855959430,32.52
1,M348934600,1.29
1,M1823072687,17.55
2,M1823072687,64.56
3,M348934600,25.67
1,M1823072687,12.57
2,M1823072687,4.67
1,M1823072687,4.11
4,M1823072687,19.5
5,M348934600,18.47
4,M1823072687,33.34
3,M348934600,19.43
3,M348934600,29.43
3,M1823072687,8.71
3,M1823072687,56.72
5,M1823072687,4.8
2,M1888755466,44.18
1,M1823072687,49.31
1,M348934600,47.36
3,M1823072687,5.91
2,M348934600,1.63
2,M1823072687,37.41
1,M348934600,32.04
2,M348934600,21.72
2,M348934600,14.43
0,M1823072687,20.42
4,M348934600,27.08
5,M348934600,3.43
2,M1823072687,24.76
3,M1823072687,41.79
4,M1823072687,8.95
2,M1823072687,28.9
4,M348934600,19.03
2,M348934600,44.84
3,M1823072687,30.15
5,M1823072687,4.49
2,M348934600,63.72
3,M85975013,26.49
4,M1823072687,10.04
2,M1823072687,70.52
2,M1823072687,14.62
3,M1823072687,25.51
4,M1823072687,19.33
1,M1823072687,51.72
2,M348934600,16.33
3,M1823072687,22.19
2,M1823072687,13.25
1,M1823072687,16.92
4,M1823072687,24.03
4,M85975013,5.96
3,M1823072687,2.74
4,M1823072687,62.83
6,M1823072687,15.33
2,M1823072687,24.35
4,M1823072687,30
5,M1823072687,8.17
3,M85975013,37.58
2,M348934600,53.13
6,M348934600,15.76
1,M1823072687,8.34
2,M348934600,38.92
4,M1823072687,17.65
2,M348934600,28.28
3,M348934600,5.8
1,M1823072687,70.59
3,M1823072687,24.1
4,M348934600,40.31
4,M1823072687,1.12
5,M1823072687,0.07
2,M1823072687,46.74
2,M45060432,85.74
3,M1946091778,14.65
2,M1823072687,69.23
2,M1823072687,38.11
5,M1823072687,11.97
5,M1649169323,12.06
5,M1788569036,47.22
4,M348934600,26.56
3,M348934600,9.6
2,M348934600,2.55
1,M1823072687,7.54
3,M1823072687,14.8
5,M1823072687,7.66
3,M348934600,8.34
2,M348934600,13.68
2,M85975013,48.87
5,M1823072687,15.57
3,M348934600,7.72
6,M348934600,12.66
2,M348934600,46.72
1,M348934600,6.78
5,M1823072687,39.52
1,M1823072687,19.04
2,M1823072687,10.32
4,M1823072687,24.9
3,M1823072687,11.28
6,M1823072687,26.93
5,M1823072687,70.26
2,M1823072687,44.98
2,M1823072687,41.21
6,M1823072687,54.41
2,M348934600,0.54
1,M1823072687,7.24
3,M348934600,39.43
1,M1823072687,33.92
3,M348934600,30.31
4,M85975013,50.52
4,M1823072687,36.54
4,M1823072687,31.32
4,M348934600,53.5
2,M348934600,2.08
2,M1823072687,25.82
4,M480139044,36.42
4,M692898500,51.91
6,M348934600,23.49
2,M1823072687,22.53
3,M1823072687,54.75
2,M1053599405,70.32
2,M1823072687,34.31
2,M1823072687,6.64
2,M855959430,68.05
2,M85975013,63.02
4,M1823072687,21.14
1,M348934600,9.87
3,M1823072687,27.1
3,M1823072687,34.12
4,M1823072687,35.65
4,M1823072687,26.72
6,M348934600,6.73
2,M348934600,67.98
2,M348934600,33.28
3,M348934600,11.61
1,M1823072687,33.23
1,M85975013,85.74
1,M1823072687,20.43
3,M348934600,21.69
2,M1823072687,29.2
3,M1823072687,50.57
2,M348934600,20.84
2,M840466850,85.74
4,M348934600,34.92
3,M348934600,16.51
2,M1823072687,47.19
1,M1823072687,17.96
1,M1823072687,15.2
2,M1823072687,42.7
2,M1823072687,37.57
2,M1823072687,30.97
4,M348934600,8.12
4,M1823072687,23.87
5,M1535107174,35.04
5,M1748431652,43.59
5,M348934600,53.4
4,M1823072687,9.67
4,M85975013,52.3
4,M1823072687,29.71
2,M1053599405,85.74
4,M348934600,48.28
2,M348934600,21.71
3,M480139044,85.74
1,M480139044,85.74
4,M348934600,0.16
3,M1823072687,27.18
3,M1823072687,53.27
3,M151143676,16.74
2,M980657600,85.74
5,M980657600,38.54
2,M855959430,34.78
5,M348934600,60.95
2,M348934600,55.89
2,M348934600,21.08
4,M85975013,14.24
3,M1823072687,7.56
3,M85975013,85.74
1,M348934600,73.68
4,M1823072687,30.19
4,M1823072687,23.54
6,M1823072687,27.02
4,M1823072687,24.7
6,M1823072687,0.87
3,M1823072687,49.66
2,M348934600,42.83
2,M1823072687,24.65
2,M1823072687,45.15
1,M1823072687,12.64
2,M1823072687,24.14
4,M1823072687,22.65
2,M1823072687,11.63
3,M1823072687,43.76
5,M1823072687,52.9
2,M348934600,30.08
2,M1823072687,50.94
4,M1823072687,28.78
2,M348934600,41.98
6,M348934600,31.55
6,M348934600,22.4
3,M348934600,58.45
2,M1823072687,25.58
3,M348934600,23.06
3,M1872033263,7.89
4,M1823072687,8.96
3,M348934600,61.67
3,M1823072687,44.21
4,M85975013,45.8
2,M348934600,24.84
5,M85975013,61.93
5,M348875670,85.74
3,M1823072687,31.78
2,M1823072687,45.3
4,M349281107,58.5
2,M1823072687,26.77
3,M1823072687,5.94
2,M1823072687,33.53
2,M1823072687,24.6
3,M1823072687,16.55
1,M348934600,37.77
3,M1823072687,35.75
1,M1823072687,16.93
5,M85975013,16.15
5,M1823072687,61.75
1,M348934600,1.53
4,M348934600,46.15
3,M1823072687,34.16
2,M1823072687,22.52
2,M1823072687,23.6
5,M1823072687,26.33
4,M1535107174,12.77
3,M1823072687,14.77
2,M348934600,53.9
1,M1823072687,21.35
2,M348934600,19.46
3,M1053599405,85.74
3,M1913465890,32.77
5,M1823072687,10.73
2,M1823072687,19.6
2,M1823072687,70.56
3,M1823072687,27.93
5,M348934600,8.08
1,M1823072687,26.4
3,M348934600,9.39
3,M1823072687,39.49
1,M1823072687,29.89
4,M85975013,9.61
1,M1823072687,34.32
5,M1823072687,21.35
2,M1823072687,13.92
2,M1823072687,21.51
2,M85975013,59.4
1,M348934600,26.49
2,M348934600,1.18
3,M348934600,50.44
2,M1823072687,37.18
5,M1823072687,52.12
2,M1823072687,25.81
4,M348934600,2.68
2,M85975013,52.74
3,M855959430,80.85
1,M348934600,45.46
3,M1823072687,10.08
1,M1823072687,32.77
4,M348934600,15.72
1,M348934600,0.45
2,M1823072687,43.84
1,M348934600,55.88
5,M1823072687,29.92
2,M348934600,46.85
2,M1823072687,59.69
4,M151143676,65.09
2,M348934600,21.45
2,M85975013,11.25
2,M348934600,22.23
6,M1823072687,7.35
1,M1823072687,47.77
3,M732195782,85.74
3,M348934600,23.55
3,M1823072687,30.28
4,M85975013,7.07
1,M1823072687,43.5
2,M85975013,10.72
2,M348934600,41.3
3,M348934600,37.26
2,M348934600,51.98
2,M1823072687,22.06
2,M1823072687,40.21
4,M1823072687,10.18
4,M348934600,24.73
4,M1823072687,16.84
6,M1823072687,40.25
2,M1823072687,22.16
3,M1053599405,50.54
3,M1913465890,85.74
2,M1823072687,28.23
4,M1823072687,32.08
1,M1823072687,9.93
4,M1823072687,8.57
5,M1823072687,39.97
2,M1823072687,21.26
2,M1823072687,34.25
2,M1823072687,8.9
3,M1823072687,15.36
3,M348934600,22.44
1,M348934600,20.79
3,M1823072687,8.56
2,M1823072687,9.91
3,M1823072687,20.29
6,M1823072687,34.17
4,M1823072687,10.51
2,M85975013,84.69
2,M1823072687,14.58
4,M1823072687,41.75
5,M348934600,37.67
2,M348934600,23.1
2,M1823072687,44.39
2,M348934600,11.44
2,M1823072687,4.85
5,M348934600,12.89
6,M1823072687,52.42
6,M1823072687,1.64
5,M348934600,44.82
2,M85975013,85.74
2,M1823072687,15.37
4,M480139044,85.74
2,M480139044,85.74
3,M348934600,59.68
2,M1823072687,14.54
6,M1823072687,42.36
3,M1823072687,35.77
3,M348934600,30.65
2,M1823072687,12.05
1,M348934600,18.58
2,M348934600,1.69
2,M1823072687,22.48
3,M348934600,34.1
1,M1823072687,33.43
4,M348934600,26.98
2,M348934600,19.34
2,M348934600,4.67
2,M1823072687,22.25
5,M348934600,55.71
3,M85975013,11.44
1,M348934600,1.81
5,M1823072687,61.56
5,M1823072687,17.17
2,M1823072687,6.59
3,M1823072687,5.86
2,M1823072687,17.59
2,M1823072687,18.82
3,M1823072687,7.88
4,M1823072687,22.52
5,M1823072687,35.45
1,M348934600,12.81
4,M348934600,14.7
3,M1823072687,8.61
2,M348934600,29.97
6,M1823072687,12.28
2,M348934600,33.92
4,M1823072687,1.16
3,M348934600,18.63
3,M348934600,26.09
3,M1823072687,42.1
5,M1823072687,4.02
2,M1823072687,45.16
2,M1823072687,59.67
3,M1823072687,1.37
2,M1823072687,30.25
5,M1823072687,23.9
4,M1823072687,67.05
4,M1823072687,10.11
2,M1823072687,41.15
5,M348934600,29.96
5,M1823072687,22.93
1,M1823072687,28.53
3,M348934600,44.74
2,M348934600,52.2
4,M348934600,37.3
2,M1823072687,28.69
2,M348934600,39.19
1,M348934600,7.86
2,M1823072687,59.85
3,M1823072687,25.09
2,M348934600,0.62
3,M480139044,48.03
1,M1823072687,17.39
1,M1823072687,24.92
3,M348934600,12.77
3,M1823072687,63.96
6,M348934600,37.79
2,M85975013,11.69
2,M349281107,85.74
3,M1823072687,44.88
1,M1823072687,34.36
2,M85975013,34.19
3,M348934600,13.24
2,M1823072687,12.43
6,M348934600,26.95
2,M1823072687,33.34
0,M85975013,25.85
3,M1823072687,10.66
2,M1823072687,15.58
4,M1823072687,7.47
5,M1823072687,31.15
2,M1823072687,36.23
3,M1823072687,35.38
3,M855959430,35.02
2,M209847108,85.74
1,M209847108,85.74
3,M348934600,6.14
2,M1946091778,27.65
4,M151143676,44.39
3,M1823072687,55.78
3,M348934600,30.47
3,M348934600,52
3,M1823072687,29.51
2,M348934600,34.05
3,M1823072687,12.73
1,M3697346,85.74
2,M3697346,85.74
4,M348934600,20.9
3,M348934600,65.34
2,M348934600,16.59
6,M1823072687,56.24
4,M480139044,85.74
1,M480139044,85.74
2,M348934600,55.4
2,M1823072687,41.41
3,M1823072687,14.65
3,M1823072687,24.33
2,M1823072687,3.56
5,M1053599405,85.74
5,M1913465890,85.74
2,M348934600,25.04
5,M1823072687,6.13
2,M151143676,9.67
2,M348934600,17.4
2,M1823072687,30.33
1,M1823072687,24.37
3,M1053599405,27.54
1,M1823072687,0.17
2,M1823072687,48.28
2,M1823072687,64.32
4,M348934600,38.09
2,M348934600,30.54
5,M348934600,9.29
3,M1823072687,41.29
3,M1823072687,5.05
6,M348934600,18.08
3,M348934600,81.76
4,M1823072687,22.98
2,M348934600,14.74
1,M1823072687,45.46
5,M1823072687,26.43
5,M349281107,72.64
2,M348934600,48.36
3,M1823072687,8.95
6,M348934600,38.24
2,M349281107,75.98
2,M1600850729,85.74
5,M1823072687,22.05
2,M348934600,11.42
2,M348934600,17.41
2,M348934600,39.1
6,M348934600,17.43
2,M348934600,6.3
2,M85975013,39.06
3,M1823072687,36.89
2,M348934600,22.03
5,M1823072687,18.11
3,M1823072687,4.77
4,M1823072687,5.96
3,M348934600,11.14
2,M1823072687,24.43
2,M1823072687,3.48
4,M1823072687,46.19
1,M1823072687,53.93
2,M1823072687,4.01
3,M348934600,17.21
4,M348934600,19.35
2,M1823072687,52.21
3,M1823072687,36.89
2,M1823072687,25.88
4,M1823072687,50.86
1,M1823072687,14.44
2,M85975013,20.09
3,M348934600,11.95
2,M1823072687,44.58
2,M1823072687,17.1
3,M348934600,2.15
4,M1823072687,11.15
3,M1823072687,2.04
1,M1823072687,38.93
3,M1823072687,28.91
3,M348934600,38.64
2,M1823072687,8.11
2,M348934600,23.7
2,M1842530320,85.74
2,M1823072687,29.37
2,M1823072687,36.66
2,M348934600,54.64
5,M1823072687,12.5
3,M1823072687,11.29
2,M348934600,18.88
3,M348934600,13.51
6,M348934600,27.58
3,M348934600,9.66
3,M1823072687,16.64
3,M348934600,15.14
2,M348934600,34.9
3,M1823072687,20.71
5,M1823072687,25.27
5,M1823072687,9.3
2,M1823072687,2.78
2,M1823072687,45.1
2,M348934600,13.88
2,M348934600,25.46
4,M1823072687,3.28
2,M348934600,51.98
4,M1823072687,7.57
4,M348934600,27.11
2,M348934600,4.86
2,M1823072687,25.66
1,M1823072687,4.04
2,M1823072687,48.45
1,M1823072687,31.17
3,M1823072687,60.75
3,M85975013,0.26
2,M1823072687,8.62
3,M1823072687,41.56
2,M1823072687,1.57
2,M1823072687,48.67
2,M1823072687,30.47
3,M1823072687,49.4
2,M1823072687,6.46
2,M349281107,9.94
2,M1600850729,22.52
3,M1823072687,4.51
2,M85975013,6.48
5,M348934600,19.54
4,M1823072687,5.96
2,M348934600,48.32
1,M1823072687,43.47
2,M348934600,46.59
1,M348934600,4.03
1,M1823072687,0.33
2,M1823072687,6.61
3,M1823072687,15.16
5,M348934600,33.52
2,M1823072687,0.26
2,M348934600,22.43
4,M1823072687,20.91
2,M348934600,26.5
2,M923029380,85.74
2,M855959430,29.66
4,M1823072687,12.74
2,M1823072687,3.3
4,M348934600,48.73
2,M1823072687,51.75
4,M1823072687,23.86
1,M348934600,11.98
3,M348934600,1.48
3,M1823072687,2.53
3,M1823072687,59.86
3,M348934600,14.54
5,M1823072687,9.56
2,M348934600,68.46
3,M348934600,23.57
3,M348934600,19.99
3,M1823072687,63.02
3,M1823072687,4.24
3,M348934600,7.02
4,M1823072687,12.22
2,M1823072687,41.94
2,M1823072687,25.35
3,M348934600,2.32
2,M348934600,44.16
2,M1946091778,85.74
5,M855959430,58.77
4,M1823072687,14.37
2,M348934600,0.95
2,M1823072687,55.36
3,M1823072687,49.59
6,M348934600,7.6
2,M1053599405,85.74
2,M1913465890,85.74
3,M1823072687,25.78
3,M1823072687,27.46
2,M980657600,85.74
3,M348934600,58.01
1,M1823072687,34.85
3,M1823072687,9.21
2,M1823072687,5.8
3,M1823072687,2.17
3,M1823072687,1.08
3,M1823072687,50.97
1,M1823072687,42.54
5,M1823072687,46.99
3,M1823072687,8.82
4,M1823072687,39.56
6,M348934600,51.91
4,M348934600,49.93
3,M1823072687,4.33
3,M1823072687,43.21
1,M1823072687,0.12
5,M1823072687,19.53
6,M1823072687,33.91
4,M1823072687,3.57
2,M1823072687,48.33
5,M1823072687,29.63
3,M1823072687,10.36
3,M1823072687,45.52
5,M348934600,44.78
5,M1823072687,25.48
5,M348934600,11.74
2,M1823072687,8.54
2,M348934600,43.87
3,M348934600,19.69
3,M1823072687,38.46
3,M1823072687,21.66
2,M348934600,1.38
3,M1823072687,29.22
3,M1823072687,18.72
2,M348934600,46.48
3,M348934600,9.32
3,M1823072687,33.37
2,M1823072687,39.7
5,M1053599405,85.74
3,M1823072687,53.09
3,M1823072687,2.01
1,M348934600,2.58
3,M1823072687,34.2
4,M348934600,25.98
2,M1823072687,26.93
3,M1823072687,4.57
1,M348934600,5.42
2,M348934600,23.36
1,M1823072687,31.21
2,M1823072687,11.28
3,M1823072687,26.37
2,M1823072687,67.46
2,M1823072687,10.72
3,M348934600,75.41
4,M1823072687,25.59
1,M348934600,6.73
4,M348934600,7.96
3,M348934600,28.33
1,M1823072687,25.06
2,M348934600,8.51
3,M1823072687,41.47
2,M1823072687,28.34
3,M1823072687,44.08
3,M1823072687,9.28
1,M1823072687,37.61
2,M855959430,26.68
2,M480139044,0.67
2,M50039827,61.4
0,M1823072687,85.74
3,M85975013,15.79
4,M348934600,12.36
3,M1823072687,37.56
3,M1823072687,10.43
5,M348934600,25.91
5,M1823072687,38.66
5,M348934600,38.53
3,M1823072687,30.7
3,M1823072687,46.62
5,M348934600,37.4
2,M1823072687,76.26
3,M1823072687,11.23
3,M1823072687,39.4
2,M1823072687,0.32
4,M1823072687,0.08
2,M1823072687,2.95
3,M85975013,0.16
4,M1823072687,32.08
1,M348934600,15.65
3,M1823072687,56.59
1,M348934600,21.11
5,M348934600,6.05
2,M1823072687,22.71
1,M1823072687,47.56
4,M1823072687,29.95
4,M348934600,18.31
4,M1823072687,20.53
4,M1823072687,51.23
2,M1823072687,4.24
2,M1823072687,16.1
3,M348934600,25.56
3,M1823072687,31.86
3,M1823072687,34.65
6,M348934600,30.4
2,M1946091778,85.74
2,M1823072687,0.38
4,M1823072687,7.53
5,M1823072687,33.57
5,M1823072687,39.49
3,M1823072687,17.13
5,M1823072687,21.99
1,M85975013,48
2,M1823072687,51.48
2,M1823072687,41.24
4,M348934600,28.47
3,M1823072687,3.6
4,M1823072687,14.66
4,M1823072687,1.61
1,M348934600,11.16
3,M348934600,23.08
5,M1823072687,20.38
4,M348934600,18.1
2,M348934600,19.08
5,M1823072687,55.7
3,M348934600,32.46
4,M348934600,59.8
1,M480139044,85.74
1,M692898500,78.52
3,M1053599405,85.74
3,M1913465890,29.39
4,M1823072687,34.76
2,M1823072687,41.56
2,M348934600,42.41
2,M1823072687,31.25
3,M1823072687,26.99
4,M348934600,24.05
3,M1823072687,30.98
5,M1823072687,24.8
4,M85975013,49.35
3,M1823072687,64.21
2,M348934600,13.93
2,M348934600,24.46
2,M348934600,2.49
2,M1823072687,23.35
3,M1823072687,20.4
3,M348934600,20.86
2,M1823072687,29.18
2,M1823072687,10.7
3,M1823072687,38.02
3,M348934600,3.63
3,M1823072687,9.78
1,M1823072687,6.87
6,M1823072687,31.97
3,M1823072687,27.31
3,M1823072687,25.06
5,M348934600,32.19
5,M1823072687,48.79
4,M348934600,14.83
3,M348934600,16.47
2,M1823072687,49.56
3,M1823072687,32.46
1,M349281107,3.99
1,M1600850729,13.98
3,M1823072687,10.68
6,M348934600,1.44
5,M1823072687,43.08
6,M348934600,2.07
3,M1823072687,38.99
2,M348934600,0.96
3,M1823072687,0.33
4,M348934600,8.31
5,M1823072687,13.99
2,M1823072687,8.03
3,M1823072687,18.73
2,M1823072687,2.99
2,M348934600,52.29
3,M1053599405,21.21
2,M348934600,53.71
2,M348934600,27.83
2,M1823072687,4.5
3,M1823072687,10.39
5,M348934600,19.83
3,M1823072687,3.75
4,M85975013,33.07
5,M1823072687,20.73
3,M348934600,11.21
2,M1823072687,48.74
2,M1823072687,38.31
0,M348934600,30.23
2,M348934600,23.61
5,M85975013,51.19
3,M348934600,4.14
3,M348934600,30.03
5,M348934600,36.7
4,M348934600,18.34
6,M1823072687,45.2
4,M1823072687,14.83
4,M85975013,13.2
2,M1823072687,77.41
3,M348934600,50.75
3,M348934600,28.43
5,M348934600,17.53
5,M1823072687,26.92
2,M348934600,33.51
2,M1823072687,23.44
2,M1823072687,23.45
6,M1823072687,33.21
1,M1823072687,40.56
5,M1352454843,71.02
2,M1823072687,0.91
1,M1823072687,37.38
2,M348934600,17.99
3,M1823072687,17.04
3,M1823072687,47.21
2,M1823072687,28.06
2,M348934600,12.99
4,M348934600,72.17
3,M209847108,68.75
2,M1823072687,46.88
3,M348934600,23.56
5,M348934600,8.08
4,M348934600,9.81
4,M85975013,62.33
3,M1823072687,12.34
5,M348934600,9.67
6,M348934600,27.69
4,M1823072687,30.39
3,M348934600,28.72
3,M85975013,34.92
2,M1823072687,38.63
1,M348934600,39.94
1,M348934600,19.57
3,M1823072687,50.28
3,M1823072687,17.33
1,M1823072687,8.26
3,M85975013,17.82
3,M1823072687,4.98
4,M1823072687,43.6
2,M1823072687,8
4,M1823072687,28.02
3,M348934600,45.22
3,M1823072687,30.25
4,M1823072687,12.83
3,M1823072687,6.25
1,M1823072687,37.68
2,M348934600,7.43
5,M1823072687,25.46
2,M1823072687,9.73
6,M1823072687,10.33
5,M1823072687,27.85
1,M1823072687,3.71
3,M348934600,36.83
5,M85975013,85.74
2,M1823072687,4.56
5,M1823072687,38.16
3,M348934600,32.95
2,M1823072687,32.29
2,M85975013,23.59
2,M348934600,8.26
2,M1823072687,55.99
2,M1823072687,7.6
3,M348934600,18.4
6,M923029380,85.74
6,M2122776122,85.74
2,M1823072687,33.19
4,M1823072687,10.68
2,M348934600,6.43
6,M348934600,13.09
2,M1823072687,37.51
2,M348934600,27.14
5,M348934600,42.16
2,M1823072687,12.44
3,M1823072687,20.28
2,M1823072687,32.06
3,M348934600,17.3
3,M1823072687,15.84
2,M1823072687,33.93
4,M1823072687,37.35
3,M1823072687,17.36
2,M1946091778,64.4
3,M348934600,6.56
4,M348934600,58.85
4,M1823072687,22.5
3,M348934600,11.88
4,M1823072687,28.81
4,M348934600,8.87
3,M1823072687,31.12
3,M348934600,64.11
6,M1823072687,23.62
4,M1823072687,12.29
3,M1823072687,6.01
4,M1649169323,85.74
2,M348934600,12.98
1,M1823072687,39.36
4,M1823072687,1.55
3,M348934600,10.94
2,M1823072687,48.12
4,M348934600,66.56
2,M348934600,17.32
2,M348934600,43.34
2,M1823072687,58.76
1,M1823072687,26.13
5,M348934600,51.04
3,M348934600,43.8
3,M1823072687,0.82
1,M1823072687,19.03
2,M348934600,31.16
2,M1823072687,36.2
3,M1823072687,20.95
2,M1823072687,13.52
3,M1823072687,4.48
3,M855959430,33.22
5,M1823072687,30.76
6,M1823072687,52.41
4,M348934600,13.85
2,M1823072687,15.17
2,M348934600,40.61
5,M348934600,47.93
2,M1823072687,32.22
2,M1823072687,14.87
4,M1823072687,4.69
3,M1823072687,32
5,M1823072687,3.39
2,M348934600,7.37
5,M1823072687,13.33
4,M1823072687,35.9
3,M1823072687,40.16
1,M1823072687,20.48
2,M348934600,17.31
4,M1823072687,56.15
2,M85975013,85.74
2,M348934600,17.49
3,M1823072687,63.17
4,M1823072687,14.14
4,M348934600,34.84
2,M348934600,47.45
2,M1741626453,43.64
5,M1741626453,85.74
2,M348934600,21.42
1,M85975013,28.68
1,M348934600,29.34
3,M348934600,19.4
3,M1823072687,10.83
5,M348934600,33.42
4,M1823072687,47.16
1,M348934600,3.25
2,M348934600,37.81
4,M1823072687,64.28
2,M1823072687,30.34
1,M1823072687,14.73
4,M348934600,12.23
4,M85975013,9.39
3,M1823072687,31.3
3,M1823072687,12.81
3,M348934600,3.54
5,M1823072687,43.06
2,M1823072687,33.54
1,M1823072687,35.21
2,M85975013,21.25
3,M1823072687,14.78
3,M85975013,66.52
1,M348934600,18.46
2,M1823072687,61.96
2,M85975013,4.48
3,M348934600,61.27
3,M348934600,30.3
2,M1823072687,35.99
2,M348934600,21.48
2,M85975013,40.79
2,M1823072687,22.07
3,M1823072687,38.63
4,M1823072687,16.72
3,M1823072687,57.91
4,M348934600,1.26
3,M1823072687,14.59
2,M348934600,10.8
2,M1823072687,6.53
3,M1823072687,49.08
2,M348934600,62.19
3,M348934600,22.42
4,M1823072687,10.07
0,M1823072687,5.47
4,M1823072687,5.84
2,M1823072687,35.54
4,M85975013,42.26
5,M348934600,37.49
4,M1823072687,8.9
4,M1823072687,27.2
2,M1823072687,21.95
5,M1823072687,29.43
3,M348934600,1.9
2,M1823072687,39.67
1,M1823072687,31.02
6,M1823072687,14.2
3,M1823072687,14.67
2,M348934600,29.32
4,M45060432,79.18
4,M1823072687,6.51
5,M1823072687,0.07
2,M348934600,24.69
2,M1823072687,23.81
3,M1823072687,25.01
2,M1823072687,22.22
5,M348934600,19.28
3,M1823072687,14.33
2,M1823072687,42.84
2,M1053599405,80.72
4,M1823072687,6.34
2,M1823072687,3.1
3,M1823072687,34.2
2,M1823072687,42.25
4,M1823072687,31.43
3,M1823072687,30.79
3,M1823072687,6.98
5,M348934600,31.19
1,M1823072687,25.35
2,M348934600,66.87
1,M348934600,39.34
3,M348934600,27.08
